air_pollutant,unit_air_poll_lvl,air_pollutant_level,air_qual_stat_type,year,country,region,AQI_Index,geo_code,exceedance_amount
NO2,ug/m3,14.447,Industrial,2023,Spain,Southern Europe,36.1175,ES,4.446999999999999
PM10,ug/m3,7.889,Background,2023,Estonia,Northern Europe,19.7225,EE,0.0
PM10,ug/m3,2.73,Background,2023,Finland,Scandinavia Europe,6.825,FI,0.0
PM10,ug/m3,11.451,Industrial,2023,Estonia,Northern Europe,28.6275,EE,0.0
PM10,ug/m3,12.659,Background,2023,Germany,Western Europe,31.6475,DE,0.0
NO2,ug/m3,7.342,Background,2023,Slovakia,Eastern Europe,18.355,SK,0.0
PM10,ug/m3,16.229,Background,2023,Germany,Western Europe,40.5725,DE,1.2289999999999992
NO2,ug/m3,9.352,Background,2023,Belgium,Western Europe,23.380000000000003,BE,0.0
NO2,ug/m3,17.627,Industrial,2023,Belgium,Western Europe,44.0675,BE,7.626999999999999
NO2,ug/m3,10.411,Industrial,2023,Belgium,Western Europe,26.0275,BE,0.4109999999999996
NO2,ug/m3,8.032,Background,2023,Belgium,Western Europe,20.08,BE,0.0
NO2,ug/m3,9.28,Industrial,2023,Belgium,Western Europe,23.2,BE,0.0
NO2,ug/m3,18.317,Industrial,2023,Belgium,Western Europe,45.7925,BE,8.317
PM10,ug/m3,12.956,Traffic,2023,Germany,Western Europe,32.38999999999999,DE,0.0
NO2,ug/m3,23.675,Industrial,2023,Belgium,Western Europe,59.18750000000001,BE,13.675
PM10,ug/m3,14.83,Background,2023,Germany,Western Europe,37.075,DE,0.0
NO2,ug/m3,3.901,Background,2023,Belgium,Western Europe,9.7525,BE,0.0
NO2,ug/m3,3.964,Background,2023,Belgium,Western Europe,9.91,BE,0.0
NO2,ug/m3,19.555,Traffic,2023,Belgium,Western Europe,48.8875,BE,9.555
NO2,ug/m3,16.234,Industrial,2023,Belgium,Western Europe,40.58500000000001,BE,6.234000000000002
NO2,ug/m3,17.384,Background,2023,Belgium,Western Europe,43.46,BE,7.384
PM10,ug/m3,10.053,Background,2023,Germany,Western Europe,25.1325,DE,0.0
PM10,ug/m3,10.002,Traffic,2023,Finland,Scandinavia Europe,25.005,FI,0.0
PM10,ug/m3,10.199,Traffic,2023,Finland,Scandinavia Europe,25.4975,FI,0.0
NO2,ug/m3,30.22529306301906,Background,2023,Turkiye,European Candidate,75.56323265754766,TR,20.22529306301906
PM10,ug/m3,246.3,Background,2023,Turkiye,European Candidate,500.0,TR,231.3
PM10,ug/m3,12.886,Traffic,2023,Finland,Scandinavia Europe,32.215,FI,0.0
PM10,ug/m3,152.35,Background,2023,Turkiye,European Candidate,380.875,TR,137.35
NO2,ug/m3,12.71,Background,2023,Belgium,Western Europe,31.775,BE,2.710000000000001
PM10,ug/m3,12.491,Traffic,2023,Finland,Scandinavia Europe,31.2275,FI,0.0
NO2,ug/m3,13.192,Background,2023,Slovakia,Eastern Europe,32.98,SK,3.192
PM10,ug/m3,10.817,Traffic,2023,Sweden,Scandinavia Europe,27.042500000000004,SE,0.0
PM10,ug/m3,8.488,Industrial,2023,Estonia,Northern Europe,21.22,EE,0.0
PM10,ug/m3,16.826,Traffic,2023,Germany,Western Europe,42.065000000000005,DE,1.8260000000000005
PM10,ug/m3,25.29124177047443,Background,2023,Turkiye,European Candidate,63.22810442618607,TR,10.291241770474429
NO2,ug/m3,1.99,Background,2023,Slovakia,Eastern Europe,4.9750000000000005,SK,0.0
PM10,ug/m3,24.996,Traffic,2023,Denmark,Scandinavia Europe,62.49,DK,9.995999999999999
NO2,ug/m3,176.88,Traffic,2023,Turkiye,European Candidate,442.2,TR,166.88
NO2,ug/m3,15.166,Industrial,2023,Belgium,Western Europe,37.915,BE,5.166
NO2,ug/m3,10.609,Industrial,2023,Belgium,Western Europe,26.5225,BE,0.609
PM10,ug/m3,11.919,Background,2023,Estonia,Northern Europe,29.7975,EE,0.0
NO2,ug/m3,19.766,Industrial,2023,Romania,Eastern Europe,49.415,RO,9.765999999999998
NO2,ug/m3,12.06,Industrial,2023,Belgium,Western Europe,30.15,BE,2.0600000000000005
NO2,ug/m3,91.565,Industrial,2023,Turkiye,European Candidate,228.9125,TR,81.565
NO2,ug/m3,29.143,Traffic,2023,Serbia,Southern Europe,72.8575,RS,19.143
NO2,ug/m3,3.326,Background,2023,Belgium,Western Europe,8.315,BE,0.0
NO2,ug/m3,7.663,Background,2023,Belgium,Western Europe,19.1575,BE,0.0
NO2,ug/m3,8.237,Background,2023,Belgium,Western Europe,20.5925,BE,0.0
NO2,ug/m3,11.687,Background,2023,Belgium,Western Europe,29.2175,BE,1.6869999999999994
PM10,ug/m3,19.372,Traffic,2023,Finland,Scandinavia Europe,48.43,FI,4.372
PM10,ug/m3,12.107,Background,2023,Germany,Western Europe,30.2675,DE,0.0
NO2,ug/m3,41.1,Background,2023,Turkiye,European Candidate,102.75,TR,31.1
PM10,ug/m3,12.292,Background,2023,Switzerland,Western Europe,30.73,CH,0.0
NO2,ug/m3,30.22529306301906,Background,2023,Romania,Eastern Europe,75.56323265754766,RO,20.22529306301906
PM10,ug/m3,97.8,Traffic,2023,Turkiye,European Candidate,244.5,TR,82.8
NO2,ug/m3,5.15,Background,2023,Italy,Southern Europe,12.875,IT,0.0
PM10,ug/m3,7.2,Traffic,2023,Sweden,Scandinavia Europe,18.0,SE,0.0
NO2,ug/m3,24.68,Traffic,2023,Belgium,Western Europe,61.7,BE,14.68
PM10,ug/m3,9.085,Background,2023,Finland,Scandinavia Europe,22.7125,FI,0.0
NO2,ug/m3,13.232,Industrial,2023,Belgium,Western Europe,33.08,BE,3.2319999999999993
NO2,ug/m3,15.833,Industrial,2023,Belgium,Western Europe,39.5825,BE,5.833
NO2,ug/m3,30.401,Industrial,2023,Belgium,Western Europe,76.0025,BE,20.401
NO2,ug/m3,24.057,Traffic,2023,Belgium,Western Europe,60.1425,BE,14.056999999999999
NO2,ug/m3,21.173,Background,2023,Serbia,Southern Europe,52.93249999999999,RS,11.172999999999998
NO2,ug/m3,12.271,Background,2023,Belgium,Western Europe,30.6775,BE,2.271000000000001
NO2,ug/m3,12.442,Background,2023,Belgium,Western Europe,31.105,BE,2.442
NO2,ug/m3,28.159,Industrial,2023,Romania,Eastern Europe,70.39750000000001,RO,18.159
NO2,ug/m3,20.617,Background,2023,Belgium,Western Europe,51.5425,BE,10.617
PM10,ug/m3,10.857,Traffic,2023,Finland,Scandinavia Europe,27.1425,FI,0.0
NO2,ug/m3,19.244,Industrial,2023,Belgium,Western Europe,48.11,BE,9.244
NO2,ug/m3,25.08,Background,2023,Turkiye,European Candidate,62.7,TR,15.079999999999998
PM10,ug/m3,13.932,Background,2023,Germany,Western Europe,34.83,DE,0.0
PM10,ug/m3,11.96,Traffic,2023,Finland,Scandinavia Europe,29.90000000000001,FI,0.0
NO2,ug/m3,22.592,Industrial,2023,Belgium,Western Europe,56.48,BE,12.591999999999999
NO2,ug/m3,8.069,Background,2023,Belgium,Western Europe,20.172500000000003,BE,0.0
NO2,ug/m3,2.47,Background,2023,Serbia,Southern Europe,6.175000000000001,RS,0.0
NO2,ug/m3,18.778,Industrial,2023,Belgium,Western Europe,46.945,BE,8.777999999999999
NO2,ug/m3,15.717,Background,2023,Belgium,Western Europe,39.2925,BE,5.7170000000000005
PM10,ug/m3,14.547,Traffic,2023,Finland,Scandinavia Europe,36.3675,FI,0.0
NO2,ug/m3,170.815,Traffic,2023,Turkiye,European Candidate,427.0375,TR,160.815
NO2,ug/m3,4.29,Background,2023,Belgium,Western Europe,10.725,BE,0.0
PM10,ug/m3,5.571,Background,2023,Finland,Scandinavia Europe,13.927499999999998,FI,0.0
NO2,ug/m3,4.533,Background,2023,Belgium,Western Europe,11.3325,BE,0.0
NO2,ug/m3,88.785,Background,2023,Turkiye,European Candidate,221.9625,TR,78.785
NO2,ug/m3,14.669,Industrial,2023,Belgium,Western Europe,36.6725,BE,4.6690000000000005
PM10,ug/m3,9.934,Background,2023,Germany,Western Europe,24.835,DE,0.0
NO2,ug/m3,18.619,Traffic,2023,Belgium,Western Europe,46.5475,BE,8.619
PM10,ug/m3,13.118,Traffic,2023,Finland,Scandinavia Europe,32.795,FI,0.0
NO2,ug/m3,14.988,Industrial,2023,Belgium,Western Europe,37.47,BE,4.9879999999999995
PM10,ug/m3,132.15,Traffic,2023,Turkiye,European Candidate,330.375,TR,117.15
NO2,ug/m3,17.773,Background,2023,Bosnia and Herzegovina,Southern Europe,44.4325,BA,7.773
NO2,ug/m3,16.25,Background,2023,Turkiye,European Candidate,40.625,TR,6.25
NO2,ug/m3,39.785,Background,2023,Turkiye,European Candidate,99.4625,TR,29.784999999999997
NO2,ug/m3,15.031,Background,2023,Bosnia and Herzegovina,Southern Europe,37.5775,BA,5.031000000000001
NO2,ug/m3,33.012,Background,2023,Bosnia and Herzegovina,Southern Europe,82.53,BA,23.012
NO2,ug/m3,31.575,Background,2023,Turkiye,European Candidate,78.9375,TR,21.575
NO2,ug/m3,25.026,Background,2023,Romania,Eastern Europe,62.565000000000005,RO,15.026
NO2,ug/m3,16.872,Background,2023,Bosnia and Herzegovina,Southern Europe,42.18,BA,6.872
NO2,ug/m3,12.072,Background,2023,Bosnia and Herzegovina,Southern Europe,30.18,BA,2.071999999999999
PM10,ug/m3,12.977,Background,2023,Germany,Western Europe,32.4425,DE,0.0
NO2,ug/m3,45.24,Background,2023,Turkiye,European Candidate,113.1,TR,35.24
NO2,ug/m3,138.755,Traffic,2023,Turkiye,European Candidate,346.8875,TR,128.755
NO2,ug/m3,94.16,Background,2023,Turkiye,European Candidate,235.4,TR,84.16
PM10,ug/m3,66.73,Background,2023,Turkiye,European Candidate,166.825,TR,51.730000000000004
NO2,ug/m3,8.04,Background,2023,Bosnia and Herzegovina,Southern Europe,20.1,BA,0.0
PM10,ug/m3,16.232,Background,2023,France,Western Europe,40.58,FR,1.2319999999999993
PM10,ug/m3,67.55,Background,2023,Turkiye,European Candidate,168.875,TR,52.55
NO2,ug/m3,140.54,Traffic,2023,Turkiye,European Candidate,351.35,TR,130.54
NO2,ug/m3,270.595,Background,2023,Turkiye,European Candidate,500.0,TR,260.595
PM10,ug/m3,55.495,Background,2023,Turkiye,European Candidate,138.7375,TR,40.495
NO2,ug/m3,290.02,Industrial,2023,Turkiye,European Candidate,500.0,TR,280.02
PM10,ug/m3,14.686,Background,2023,France,Western Europe,36.715,FR,0.0
PM10,ug/m3,16.892,Traffic,2023,Germany,Western Europe,42.23,DE,1.8919999999999995
PM10,ug/m3,16.554,Industrial,2023,France,Western Europe,41.38499999999999,FR,1.5539999999999985
PM10,ug/m3,16.957,Traffic,2023,Germany,Western Europe,42.3925,DE,1.9570000000000007
NO2,ug/m3,17.576,Industrial,2023,Romania,Eastern Europe,43.94,RO,7.5760000000000005
NO2,ug/m3,18.31,Background,2023,Bosnia and Herzegovina,Southern Europe,45.775,BA,8.309999999999999
NO2,ug/m3,33.651,Background,2023,Bosnia and Herzegovina,Southern Europe,84.12750000000001,BA,23.651000000000003
NO2,ug/m3,31.718,Traffic,2023,Portugal,Southern Europe,79.295,PT,21.718
PM10,ug/m3,29.221,Traffic,2023,France,Western Europe,73.0525,FR,14.221
NO2,ug/m3,15.68,Background,2023,Belgium,Western Europe,39.2,BE,5.68
PM10,ug/m3,14.073,Background,2023,France,Western Europe,35.1825,FR,0.0
NO2,ug/m3,119.745,Traffic,2023,Turkiye,European Candidate,299.3625,TR,109.745
NO2,ug/m3,3.988,Traffic,2023,Romania,Eastern Europe,9.97,RO,0.0
NO2,ug/m3,11.71,Background,2023,Turkiye,European Candidate,29.275,TR,1.7100000000000009
NO2,ug/m3,16.647,Background,2023,Slovakia,Eastern Europe,41.61749999999999,SK,6.6469999999999985
NO2,ug/m3,24.654,Background,2023,Italy,Southern Europe,61.635,IT,14.654
PM10,ug/m3,181.325,Background,2023,Turkiye,European Candidate,453.3125,TR,166.325
NO2,ug/m3,32.585,Background,2023,Turkiye,European Candidate,81.4625,TR,22.585
NO2,ug/m3,18.149,Background,2023,Belgium,Western Europe,45.3725,BE,8.149000000000001
PM10,ug/m3,14.509,Background,2023,France,Western Europe,36.2725,FR,0.0
PM10,ug/m3,85.59,Background,2023,Turkiye,European Candidate,213.975,TR,70.59
PM10,ug/m3,156.805,Background,2023,Turkiye,European Candidate,392.0125,TR,141.805
NO2,ug/m3,225.705,Industrial,2023,Turkiye,European Candidate,500.0,TR,215.705
NO2,ug/m3,22.985,Background,2023,Bosnia and Herzegovina,Southern Europe,57.46249999999999,BA,12.985
PM10,ug/m3,36.115,Background,2023,Turkiye,European Candidate,90.2875,TR,21.115000000000002
NO2,ug/m3,450.42,Traffic,2023,Turkiye,European Candidate,500.0,TR,440.42
PM10,ug/m3,16.287,Background,2023,Sweden,Scandinavia Europe,40.7175,SE,1.286999999999999
PM10,ug/m3,14.091,Traffic,2023,Finland,Scandinavia Europe,35.2275,FI,0.0
PM10,ug/m3,95.815,Background,2023,Turkiye,European Candidate,239.5375,TR,80.815
PM10,ug/m3,10.548,Background,2023,Estonia,Northern Europe,26.37,EE,0.0
NO2,ug/m3,4.136,Background,2023,Italy,Southern Europe,10.34,IT,0.0
NO2,ug/m3,412.35,Traffic,2023,Turkiye,European Candidate,500.0,TR,402.35
PM10,ug/m3,167.96,Background,2023,Turkiye,European Candidate,419.9,TR,152.96
PM10,ug/m3,13.607,Traffic,2023,Finland,Scandinavia Europe,34.0175,FI,0.0
PM10,ug/m3,10.291,Background,2023,Finland,Scandinavia Europe,25.727500000000003,FI,0.0
NO2,ug/m3,15.127,Background,2023,Belgium,Western Europe,37.8175,BE,5.127000000000001
PM10,ug/m3,12.262,Background,2023,Germany,Western Europe,30.655,DE,0.0
NO2,ug/m3,19.572,Background,2023,Belgium,Western Europe,48.92999999999999,BE,9.572
NO2,ug/m3,4.766,Background,2023,Italy,Southern Europe,11.915,IT,0.0
NO2,ug/m3,9.653,Background,2023,Belgium,Western Europe,24.1325,BE,0.0
PM10,ug/m3,5.012,Background,2023,Finland,Scandinavia Europe,12.53,FI,0.0
NO2,ug/m3,11.579,Background,2023,Romania,Eastern Europe,28.947500000000005,RO,1.5790000000000006
PM10,ug/m3,15.786,Traffic,2023,Finland,Scandinavia Europe,39.465,FI,0.7859999999999996
NO2,ug/m3,10.795,Industrial,2023,Belgium,Western Europe,26.9875,BE,0.7949999999999999
NO2,ug/m3,7.726,Background,2023,Belgium,Western Europe,19.315,BE,0.0
PM10,ug/m3,134.555,Background,2023,Turkiye,European Candidate,336.38750000000005,TR,119.555
NO2,ug/m3,23.291,Industrial,2023,Bosnia and Herzegovina,Southern Europe,58.2275,BA,13.291
NO2,ug/m3,1.721,Background,2023,Portugal,Southern Europe,4.3025,PT,0.0
NO2,ug/m3,13.08,Background,2023,Italy,Southern Europe,32.7,IT,3.08
NO2,ug/m3,30.35,Traffic,2023,Bosnia and Herzegovina,Southern Europe,75.875,BA,20.35
NO2,ug/m3,318.7,Background,2023,Turkiye,European Candidate,500.0,TR,308.7
PM10,ug/m3,30.915,Background,2023,Turkiye,European Candidate,77.2875,TR,15.915
NO2,ug/m3,14.331,Background,2023,Bosnia and Herzegovina,Southern Europe,35.8275,BA,4.3309999999999995
PM10,ug/m3,15.415,Background,2023,France,Western Europe,38.5375,FR,0.41499999999999915
NO2,ug/m3,21.28,Background,2023,Turkiye,European Candidate,53.2,TR,11.280000000000001
NO2,ug/m3,11.747,Industrial,2023,Belgium,Western Europe,29.367500000000003,BE,1.7469999999999999
NO2,ug/m3,137.64,Background,2023,Turkiye,European Candidate,344.1,TR,127.63999999999999
NO2,ug/m3,9.469,Background,2023,Bosnia and Herzegovina,Southern Europe,23.6725,BA,0.0
NO2,ug/m3,5.236,Background,2023,Belgium,Western Europe,13.089999999999998,BE,0.0
PM10,ug/m3,128.175,Industrial,2023,Turkiye,European Candidate,320.4375,TR,113.17500000000001
PM10,ug/m3,8.925,Background,2023,Germany,Western Europe,22.3125,DE,0.0
PM10,ug/m3,184.245,Industrial,2023,Turkiye,European Candidate,460.61250000000007,TR,169.245
PM10,ug/m3,10.764,Background,2023,Germany,Western Europe,26.91,DE,0.0
NO2,ug/m3,21.547,Background,2023,Romania,Eastern Europe,53.8675,RO,11.547
PM10,ug/m3,9.45,Background,2023,Finland,Scandinavia Europe,23.625,FI,0.0
NO2,ug/m3,9.07,Background,2023,Belgium,Western Europe,22.675,BE,0.0
PM10,ug/m3,130.3,Traffic,2023,Turkiye,European Candidate,325.75,TR,115.30000000000001
PM10,ug/m3,7.841,Background,2023,Germany,Western Europe,19.6025,DE,0.0
NO2,ug/m3,11.916,Industrial,2023,Spain,Southern Europe,29.79,ES,1.9160000000000004
NO2,ug/m3,18.155,Background,2023,Germany,Western Europe,45.3875,DE,8.155000000000001
NO2,ug/m3,24.848,Traffic,2023,Spain,Southern Europe,62.12,ES,14.847999999999999
NO2,ug/m3,18.478,Background,2023,Spain,Southern Europe,46.195,ES,8.478000000000002
NO2,ug/m3,21.282,Traffic,2023,Slovakia,Eastern Europe,53.205000000000005,SK,11.282
NO2,ug/m3,15.895,Traffic,2023,Slovenia,Southern Europe,39.7375,SI,5.895
NO2,ug/m3,13.883,Background,2023,Spain,Southern Europe,34.7075,ES,3.882999999999999
PM10,ug/m3,11.766,Background,2023,Croatia,Southern Europe,29.415000000000003,HR,0.0
NO2,ug/m3,18.394,Traffic,2023,Spain,Southern Europe,45.985,ES,8.393999999999998
NO2,ug/m3,18.177,Background,2023,Hungary,Eastern Europe,45.4425,HU,8.177
NO2,ug/m3,1.489,Industrial,2023,Spain,Southern Europe,3.7225,ES,0.0
NO2,ug/m3,22.908,Background,2023,Spain,Southern Europe,57.27,ES,12.908000000000001
NO2,ug/m3,14.944,Background,2023,Spain,Southern Europe,37.36000000000001,ES,4.944000000000001
NO2,ug/m3,1.083,Background,2023,Spain,Southern Europe,2.7075,ES,0.0
PM10,ug/m3,16.31,Background,2023,Czechia,Eastern Europe,40.77499999999999,CZ,1.3099999999999987
NO2,ug/m3,5.505,Industrial,2023,Spain,Southern Europe,13.7625,ES,0.0
PM10,ug/m3,221.085,Background,2023,Turkiye,European Candidate,500.0,TR,206.085
PM10,ug/m3,15.765,Traffic,2023,Spain,Southern Europe,39.4125,ES,0.7650000000000006
PM10,ug/m3,15.659,Background,2023,Spain,Southern Europe,39.1475,ES,0.6590000000000007
PM10,ug/m3,189.33,Traffic,2023,Turkiye,European Candidate,473.325,TR,174.33
NO2,ug/m3,2.338,Background,2023,Spain,Southern Europe,5.845000000000001,ES,0.0
NO2,ug/m3,6.479,Background,2023,Spain,Southern Europe,16.1975,ES,0.0
NO2,ug/m3,2.853,Background,2023,Spain,Southern Europe,7.1325,ES,0.0
NO2,ug/m3,3.987,Background,2023,Slovakia,Eastern Europe,9.9675,SK,0.0
NO2,ug/m3,20.84,Traffic,2023,Spain,Southern Europe,52.1,ES,10.84
NO2,ug/m3,13.345,Industrial,2023,Spain,Southern Europe,33.3625,ES,3.3450000000000006
PM10,ug/m3,14.856,Traffic,2023,Germany,Western Europe,37.14,DE,0.0
NO2,ug/m3,3.713,Background,2023,Germany,Western Europe,9.2825,DE,0.0
PM10,ug/m3,16.295,Traffic,2023,Czechia,Eastern Europe,40.7375,CZ,1.2950000000000017
NO2,ug/m3,3.237,Background,2023,Spain,Southern Europe,8.0925,ES,0.0
NO2,ug/m3,16.155,Background,2023,Hungary,Eastern Europe,40.3875,HU,6.155000000000001
PM10,ug/m3,11.495,Industrial,2023,Turkiye,European Candidate,28.7375,TR,0.0
NO2,ug/m3,14.416,Industrial,2023,Spain,Southern Europe,36.04,ES,4.416
NO2,ug/m3,3.51,Background,2023,Spain,Southern Europe,8.774999999999999,ES,0.0
NO2,ug/m3,50.426,Traffic,2023,Hungary,Eastern Europe,126.065,HU,40.426
NO2,ug/m3,15.967,Traffic,2023,Spain,Southern Europe,39.9175,ES,5.9670000000000005
NO2,ug/m3,14.042,Industrial,2023,Spain,Southern Europe,35.105,ES,4.042
NO2,ug/m3,9.358,Industrial,2023,Spain,Southern Europe,23.395000000000003,ES,0.0
NO2,ug/m3,5.076,Background,2023,Spain,Southern Europe,12.689999999999998,ES,0.0
PM10,ug/m3,131.87,Background,2023,Turkiye,European Candidate,329.675,TR,116.87
NO2,ug/m3,7.609,Industrial,2023,Spain,Southern Europe,19.0225,ES,0.0
PM10,ug/m3,19.24,Industrial,2023,Spain,Southern Europe,48.1,ES,4.239999999999998
PM10,ug/m3,20.004,Traffic,2023,Czechia,Eastern Europe,50.01,CZ,5.004000000000001
NO2,ug/m3,9.495,Background,2023,Spain,Southern Europe,23.7375,ES,0.0
PM10,ug/m3,14.229,Background,2023,Czechia,Eastern Europe,35.5725,CZ,0.0
PM10,ug/m3,12.15,Background,2023,Croatia,Southern Europe,30.375000000000004,HR,0.0
PM10,ug/m3,9.149,Background,2023,Switzerland,Western Europe,22.8725,CH,0.0
NO2,ug/m3,19.434,Traffic,2023,Slovakia,Eastern Europe,48.585,SK,9.434000000000001
PM10,ug/m3,24.598,Industrial,2023,Croatia,Southern Europe,61.495,HR,9.597999999999999
NO2,ug/m3,10.087,Industrial,2023,Spain,Southern Europe,25.2175,ES,0.08699999999999974
PM10,ug/m3,14.063,Background,2023,Germany,Western Europe,35.157500000000006,DE,0.0
NO2,ug/m3,0.539,Background,2023,Spain,Southern Europe,1.3475,ES,0.0
PM10,ug/m3,12.437,Background,2023,Croatia,Southern Europe,31.0925,HR,0.0
NO2,ug/m3,18.157,Industrial,2023,Spain,Southern Europe,45.392500000000005,ES,8.157
PM10,ug/m3,31.278,Traffic,2023,Bulgaria,Eastern Europe,78.195,BG,16.278
NO2,ug/m3,33.951,Traffic,2023,Germany,Western Europe,84.87750000000001,DE,23.951
NO2,ug/m3,8.345,Background,2023,Spain,Southern Europe,20.8625,ES,0.0
PM10,ug/m3,115.675,Background,2023,Turkiye,European Candidate,289.1875,TR,100.675
NO2,ug/m3,9.791,Industrial,2023,Spain,Southern Europe,24.477500000000003,ES,0.0
NO2,ug/m3,5.194,Background,2023,Spain,Southern Europe,12.985,ES,0.0
NO2,ug/m3,3.452,Background,2023,Spain,Southern Europe,8.63,ES,0.0
PM10,ug/m3,23.406,Traffic,2023,Bulgaria,Eastern Europe,58.51499999999999,BG,8.405999999999999
PM10,ug/m3,15.105,Traffic,2023,Germany,Western Europe,37.7625,DE,0.10500000000000043
NO2,ug/m3,14.851,Traffic,2023,Spain,Southern Europe,37.127500000000005,ES,4.851000000000001
PM10,ug/m3,16.1,Traffic,2023,Croatia,Southern Europe,40.25,HR,1.1000000000000014
NO2,ug/m3,13.655,Industrial,2023,Spain,Southern Europe,34.1375,ES,3.6549999999999994
PM10,ug/m3,15.707,Background,2023,Croatia,Southern Europe,39.2675,HR,0.7070000000000007
NO2,ug/m3,5.291,Background,2023,Germany,Western Europe,13.2275,DE,0.0
NO2,ug/m3,5.653,Background,2023,Spain,Southern Europe,14.1325,ES,0.0
NO2,ug/m3,8.04,Background,2023,Spain,Southern Europe,20.1,ES,0.0
PM10,ug/m3,9.196,Background,2023,Croatia,Southern Europe,22.99,HR,0.0
NO2,ug/m3,11.46,Industrial,2023,Spain,Southern Europe,28.65,ES,1.4600000000000009
PM10,ug/m3,9.463,Background,2023,Croatia,Southern Europe,23.6575,HR,0.0
NO2,ug/m3,6.642,Background,2023,Spain,Southern Europe,16.605,ES,0.0
NO2,ug/m3,7.956,Background,2023,Spain,Southern Europe,19.89,ES,0.0
NO2,ug/m3,8.139,Background,2023,Spain,Southern Europe,20.3475,ES,0.0
NO2,ug/m3,12.216,Industrial,2023,Spain,Southern Europe,30.54,ES,2.2159999999999993
NO2,ug/m3,12.55,Background,2023,Spain,Southern Europe,31.375000000000004,ES,2.5500000000000007
NO2,ug/m3,6.048,Industrial,2023,Spain,Southern Europe,15.12,ES,0.0
PM10,ug/m3,15.908,Background,2023,Czechia,Eastern Europe,39.77,CZ,0.9079999999999995
NO2,ug/m3,15.465,Industrial,2023,Spain,Southern Europe,38.6625,ES,5.465
PM10,ug/m3,22.753,Traffic,2023,Bulgaria,Eastern Europe,56.8825,BG,7.753
NO2,ug/m3,6.032,Industrial,2023,Spain,Southern Europe,15.079999999999998,ES,0.0
NO2,ug/m3,16.478,Background,2023,Spain,Southern Europe,41.19500000000001,ES,6.4780000000000015
PM10,ug/m3,121.09,Background,2023,Turkiye,European Candidate,302.725,TR,106.09
NO2,ug/m3,33.337,Traffic,2023,Spain,Southern Europe,83.3425,ES,23.337000000000003
PM10,ug/m3,10.219,Background,2023,Germany,Western Europe,25.5475,DE,0.0
NO2,ug/m3,22.045,Traffic,2023,Slovenia,Southern Europe,55.11250000000001,SI,12.045000000000002
PM10,ug/m3,12.27,Background,2023,Turkiye,European Candidate,30.675,TR,0.0
NO2,ug/m3,30.698,Traffic,2023,Spain,Southern Europe,76.74499999999999,ES,20.698
NO2,ug/m3,16.148,Traffic,2023,Spain,Southern Europe,40.37,ES,6.148
NO2,ug/m3,4.725,Background,2023,Spain,Southern Europe,11.8125,ES,0.0
PM10,ug/m3,84.9,Background,2023,Turkiye,European Candidate,212.25,TR,69.9
NO2,ug/m3,12.958,Traffic,2023,Spain,Southern Europe,32.395,ES,2.958
NO2,ug/m3,57.412,Traffic,2023,Hungary,Eastern Europe,143.53,HU,47.412
NO2,ug/m3,27.123,Traffic,2023,Spain,Southern Europe,67.8075,ES,17.123
NO2,ug/m3,2.379,Industrial,2023,Spain,Southern Europe,5.9475,ES,0.0
PM10,ug/m3,10.087,Background,2023,Czechia,Eastern Europe,25.2175,CZ,0.0
NO2,ug/m3,19.168,Background,2023,Spain,Southern Europe,47.92,ES,9.168
NO2,ug/m3,13.222,Traffic,2023,Spain,Southern Europe,33.055,ES,3.2219999999999995
PM10,ug/m3,12.582,Background,2023,Czechia,Eastern Europe,31.455,CZ,0.0
NO2,ug/m3,21.972,Background,2023,Spain,Southern Europe,54.93,ES,11.972000000000001
PM10,ug/m3,43.825,Background,2023,Turkiye,European Candidate,109.5625,TR,28.825000000000003
NO2,ug/m3,7.66,Background,2023,Spain,Southern Europe,19.15,ES,0.0
PM10,ug/m3,129.68,Traffic,2023,Turkiye,European Candidate,324.2,TR,114.68
NO2,ug/m3,6.967,Background,2023,Slovakia,Eastern Europe,17.4175,SK,0.0
NO2,ug/m3,14.688,Traffic,2023,Spain,Southern Europe,36.720000000000006,ES,4.688000000000001
PM10,ug/m3,12.999,Background,2023,Germany,Western Europe,32.4975,DE,0.0
NO2,ug/m3,16.966,Industrial,2023,Spain,Southern Europe,42.415000000000006,ES,6.966000000000001
NO2,ug/m3,415.045,Background,2023,Turkiye,European Candidate,500.0,TR,405.045
PM10,ug/m3,50.09,Background,2023,Turkiye,European Candidate,125.225,TR,35.09
PM10,ug/m3,13.52,Traffic,2023,Finland,Scandinavia Europe,33.8,FI,0.0
NO2,ug/m3,11.79,Industrial,2023,Romania,Eastern Europe,29.474999999999994,RO,1.7899999999999991
PM10,ug/m3,11.344,Traffic,2023,Finland,Scandinavia Europe,28.36,FI,0.0
NO2,ug/m3,10.339,Background,2023,Belgium,Western Europe,25.8475,BE,0.3390000000000004
NO2,ug/m3,17.274,Traffic,2023,Hungary,Eastern Europe,43.185,HU,7.274000000000001
NO2,ug/m3,7.616,Industrial,2023,Spain,Southern Europe,19.04,ES,0.0
NO2,ug/m3,4.718,Background,2023,Spain,Southern Europe,11.795,ES,0.0
NO2,ug/m3,16.479,Traffic,2023,Spain,Southern Europe,41.1975,ES,6.478999999999999
PM10,ug/m3,66.21,Industrial,2023,Turkiye,European Candidate,165.52499999999998,TR,51.209999999999994
PM10,ug/m3,15.375,Background,2023,Czechia,Eastern Europe,38.4375,CZ,0.375
